,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,Unnamed: 16
372058,2007,Volkswagen,Jetta,Wolfsburg Edition,Sedan,,3vwef71k57m198219,fl,2.8,105291.0,silver,black,remarketing by ge/suntrust bank,4650,4900,Tue Mar 03 2015 03:05:00 GMT-0800 (PST),
277807,2012,Ford,Mustang,V6,Convertible,automatic,1zvbp8em7c5273388,ca,4.1,46685.0,white,black,dtg operations inc,13200,12500,Thu Feb 26 2015 03:30:00 GMT-0800 (PST),
153921,2010,Nissan,Titan,SE,Crew Cab,automatic,1n6aa0ed8an324912,tx,2.9,59825.0,gray,black,santander consumer,15550,16400,Wed Jan 21 2015 02:00:00 GMT-0800 (PST),
308923,2014,Chevrolet,Camaro,SS,Convertible,automatic,2g1fk3dj8e9283455,fl,5.0,136.0,blue,black,gm remarketing,30400,31500,Mon Feb 23 2015 05:00:00 GMT-0800 (PST),
107292,2001,Buick,Park Avenue,Ultra,Sedan,automatic,1g4cu541314179576,or,3.5,111274.0,black,beige,weston buick gmc inc,2000,2550,Tue Jan 13 2015 12:30:00 GMT-0800 (PST),
528534,2007,HUMMER,H2 SUT,Base,crew cab,automatic,5grgn22u97h106288,pr,3.8,88041.0,white,black,oriental bank,25300,22000,Thu Jun 11 2015 05:30:00 GMT-0700 (PDT),
258765,2009,Hyundai,Santa Fe,GLS,SUV,automatic,5nmsg13d59h307900,fl,2.0,245175.0,blue,gray,auto sails inc,5700,5100,Tue Feb 10 2015 08:00:00 GMT-0800 (PST),
232387,2004,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54yx4u162102,ga,2.6,121262.0,beige,beige,automobile acceptance corp,2125,2400,Thu Feb 05 2015 02:00:00 GMT-0800 (PST),
251146,2011,Subaru,Outback,2.5i Premium,Wagon,,4s4brbgcxb3373649,co,4.3,40191.0,black,tan,"jpmorgan chase bank,n.a.",17200,19200,Wed Feb 11 2015 03:45:00 GMT-0800 (PST),
442653,2013,Chevrolet,Equinox,LTZ,SUV,automatic,2gnflgek7d6271999,in,3.7,57039.0,silver,black,the hertz corporation,15450,15400,Thu Jun 18 2015 03:15:00 GMT-0700 (PDT),
436794,2012,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg3c2499625,az,3.8,34472.0,red,beige,lexus financial services,21600,22100,Thu May 21 2015 05:00:00 GMT-0700 (PDT),
92710,2006,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,1gcec19v16z212895,fl,1.9,280187.0,white,gray,car collection of tampa inc,1950,2200,Wed Jan 07 2015 15:10:00 GMT-0800 (PST),
318700,2012,Nissan,Altima,3.5 SR,Sedan,,1n4bl2ap6cn493882,mi,4.0,11646.0,burgundy,—,meridian remarketing,15800,17000,Thu Feb 19 2015 01:30:00 GMT-0800 (PST),
254185,2004,Toyota,Sequoia,Limited,SUV,automatic,5tdbt48a44s224217,ga,3.4,148444.0,white,beige,toyota financial services,7900,7600,Thu Feb 05 2015 02:00:00 GMT-0800 (PST),
77720,2005,Ford,F-150,FX4,SuperCrew,automatic,1ftpw14505fa31956,tx,3.1,176107.0,blue,black,texas direct auto,6775,7100,Wed Jan 07 2015 10:20:00 GMT-0800 (PST),
45872,2008,Toyota,RAV4,Base,SUV,automatic,jtmbk33v086040051,co,2.6,103701.0,silver,gray,carfinders inc,7650,9100,Wed Dec 31 2014 11:45:00 GMT-0800 (PST),
74685,2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha7cr145655,nc,3.2,51535.0,burgundy,—,fleet lease remarketing,10750,10500,Mon Feb 23 2015 01:30:00 GMT-0800 (PST),
312699,2005,Nissan,Pathfinder,LE,SUV,automatic,5n1ar18u95c701578,tx,2.0,159568.0,silver,beige,santander consumer,4900,4200,Wed Feb 18 2015 02:00:00 GMT-0800 (PST),
414607,2012,Mercedes-Benz,CLS-Class,CLS550 4MATIC,Sedan,automatic,wddlj9bb6ca031058,nj,4.3,55893.0,—,gray,mercedes-benz financial services,37700,38250,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT),
216908,2013,Kia,Soul,Base,Wagon,automatic,kndjt2a53d7565244,fl,4.2,16288.0,gray,gray,santander consumer,11550,12000,Thu Jan 29 2015 01:35:00 GMT-0800 (PST),
24781,2004,Mazda,Mazda6,s,Sedan,,1yvhp80d645n86402,il,,91335.0,silver,—,signature auto enterprises inc,3200,3200,Thu Dec 18 2014 10:00:00 GMT-0800 (PST),
348279,2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew9eda30730,tn,5.0,6628.0,white,—,u-haul,22100,21500,Wed Feb 25 2015 02:30:00 GMT-0800 (PST),
248321,2002,Ford,F-150,XL,SuperCab,automatic,1ftrx17282na81092,tx,1.9,158113.0,white,gray,credit acceptance corp/vrs/southfield,2200,2700,Thu Feb 05 2015 03:00:00 GMT-0800 (PST),
358489,2012,Ford,Explorer,Base,SUV,automatic,1fmhk7b85cga29932,ga,4.2,26769.0,silver,tan,munter motor cars,19050,20200,Tue Feb 24 2015 01:30:00 GMT-0800 (PST),
219550,2014,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,3gcuksec1eg315225,co,4.4,7488.0,silver,black,emich chevrolet,37100,37500,Wed Feb 04 2015 03:45:00 GMT-0800 (PST),
447995,2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2bn453017,nj,3.7,76369.0,white,gray,nissan motor acceptance corporation,8150,8900,Wed May 27 2015 02:30:00 GMT-0700 (PDT),
58240,2006,Chevrolet,Silverado 2500HD,LS,Extended Cab,automatic,1gchc29u16e149721,tx,3.4,246999.0,white,black,donlen corporation,650,6200,Tue Dec 30 2014 14:00:00 GMT-0800 (PST),
318191,2012,Ford,F-250 Super Duty,XLT,SuperCab,automatic,1ft7x2b65ceb34811,mi,2.9,80526.0,silver,gray,automobiles paille inc,18650,17000,Thu Feb 19 2015 09:30:00 GMT-0800 (PST),
105203,2011,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl5h61bb056795,ca,2.1,73909.0,silver,gray,"ahfc/honda lease trust/hvt, inc.",16700,16200,Thu Jan 15 2015 04:00:00 GMT-0800 (PST),
388790,2013,Ford,Focus,SE,Sedan,automatic,1fadp3f26dl196575,mi,4.2,56607.0,silver,black,the hertz corporation,9625,9500,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),
251944,2009,Toyota,Matrix,Base,Hatchback,automatic,2t1ku40e69c018649,ca,3.2,100724.0,silver,black,california fleet inc,6225,8100,Thu Feb 05 2015 04:00:00 GMT-0800 (PST),
393096,2014,Ford,Flex,Limited,Wagon,,2fmhk6d82ebd04335,pa,3.4,40086.0,black,black,avis corporation,25600,25400,Fri Mar 06 2015 01:00:00 GMT-0800 (PST),
211809,2010,Nissan,Frontier,SE,Crew Cab,automatic,1n6ad0er6ac412825,tx,2.1,82017.0,black,brown,laredo dodge chrysler jeep,13650,11700,Wed Jan 28 2015 02:20:00 GMT-0800 (PST),
96147,2013,Buick,Regal,Premium 1,Sedan,automatic,2g4gs5er6d9206962,tx,4.8,46796.0,silver,black,music city autoplex llc,13050,14000,Wed Jan 07 2015 10:20:00 GMT-0800 (PST),
170064,2012,MINI,Cooper Clubman,S,Hatchback,manual,wmwzg3c55cty31912,tn,3.7,93767.0,charcoal,black,essen motor company inc,13400,12600,Wed Jan 21 2015 02:30:00 GMT-0800 (PST),
122226,2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dn516800,mi,4.1,61222.0,white,black,dtg operations inc,11750,11200,Thu Feb 12 2015 01:30:00 GMT-0800 (PST),
542140,2003,Honda,Civic,LX,sedan,manual,2hges15563h602624,md,2.1,115533.0,blue,gray,355 toyota,2600,2500,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT),
234933,2014,Ford,Escape,SE,SUV,automatic,1fmcu0gx9eub10108,ga,4.7,36007.0,white,black,ars/avis budget group,16200,16500,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),
379956,2013,Chevrolet,Malibu,LS,Sedan,automatic,1g11b5sa8df171902,wi,4.8,23808.0,silver,gray,gm financial leasing,12800,14100,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),
355471,2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar5dm756049,wa,4.4,17722.0,silver,black,nissan infiniti lt,22100,23500,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),
267394,2012,Nissan,Altima,2.5 S,Sedan,,1n4al2ap9cn576430,pa,3.6,19858.0,white,gray,nissan-infiniti lt,13000,12300,Fri Feb 13 2015 01:00:00 GMT-0800 (PST),
22168,2005,Chrysler,300,C,Sedan,automatic,2c3ja63h65h521107,mn,,124264.0,—,gray,national auto brokers inc,5450,6100,Thu Dec 18 2014 10:45:00 GMT-0800 (PST),
151143,2013,Nissan,Sentra,FE+ S,Sedan,automatic,3n1ab7ap1dl752501,md,3.6,6482.0,gray,black,wells fargo dealer services,12650,10500,Tue Jan 20 2015 01:30:00 GMT-0800 (PST),
241011,2001,Ford,Focus,LX,Sedan,automatic,1fafp33p01w294777,ca,1.9,152219.0,gold,gray,onemain rem/alliance motor cars,825,700,Wed Feb 11 2015 04:05:00 GMT-0800 (PST),
241331,2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae1dh331920,ga,3.5,35613.0,white,tan,avis corporation,11350,11200,Thu Feb 05 2015 01:00:00 GMT-0800 (PST),
297700,2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg9er178919,fl,4.0,37649.0,silver,black,avis corporation,16200,16200,Fri Feb 13 2015 02:30:00 GMT-0800 (PST),
524137,2012,Nissan,Maxima,3.5 S,sedan,automatic,1n4aa5apxcc820198,nj,4.7,92442.0,black,gray,nissan motor acceptance corporation,12850,10700,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT),
53777,2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cc146673,fl,3.9,57193.0,gray,black,nissan-infiniti lt,11000,12800,Mon Dec 22 2014 09:30:00 GMT-0800 (PST),
349397,2012,Ford,Escape,Limited,SUV,automatic,1fmcu0e73ckb87892,fl,4.3,41163.0,black,black,"ford motor credit company,llc pd",15950,16700,Thu Feb 26 2015 01:00:00 GMT-0800 (PST),
475712,2012,Nissan,Rogue,S,suv,automatic,jn8as5mvxcw363302,ga,4.1,31342.0,gray,black,nissan marshlling,16800,16800,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT),
368879,2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k25el307513,tn,4.9,18375.0,—,gray,avis budget group,12550,12200,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),
173337,2009,Ford,Flex,Limited,Wagon,automatic,2fmdk53c49ba12366,in,3.6,95924.0,white,black,tidewater motor credit,11550,10200,Thu Jan 22 2015 02:00:00 GMT-0800 (PST),
204056,2007,Chevrolet,Cobalt,LS,Sedan,automatic,1g1ak55f077373736,fl,2.0,70138.0,gold,tan,santander consumer,3600,1300,Mon Jan 26 2015 01:30:00 GMT-0800 (PST),
515663,2014,Ford,Fiesta,SE,sedan,automatic,3fadp4bj4em118007,md,4.1,38108.0,silver,black,"all car leasing,inc",9000,9600,Mon Jun 08 2015 17:00:00 GMT-0700 (PDT),
535266,2013,Land Rover,Range Rover Sport,HSE,suv,automatic,salsf2d41da772449,pa,3.6,50163.0,white,beige,r hollenshead auto sales inc,41900,37900,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT),
551296,2006,Nissan,Xterra,S,suv,,5n1an08u36c546565,ca,2,122736.0,black,gray,mas financial services,4950,5100,Wed Jun 17 2015 05:05:00 GMT-0700 (PDT),
504317,2012,Acura,TL,Base,sedan,automatic,19uua8f28ca034516,il,3.8,33694.0,burgundy,beige,"ahfc/honda lease/trust/hvt, inc. eot acuras",17950,17900,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT),
79446,2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap6dn432051,fl,4.4,17060.0,silver,black,nissan-infiniti lt,14650,15400,Tue Jan 06 2015 13:00:00 GMT-0800 (PST),
75435,2011,Dodge,Caliber,Mainstreet,Wagon,automatic,1b3cb3ha6bd257294,tx,2.8,38281.0,orange,gray,hopper motorplex inc,9875,10300,Wed Jan 07 2015 10:15:00 GMT-0800 (PST),
429807,2013,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae0dh328815,ga,4.8,20390.0,white,beige,hyundai motor finance,14150,14800,Thu May 21 2015 03:00:00 GMT-0700 (PDT),
404967,2014,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag0ec144480,nc,4.2,27681.0,gray,black,hendrick durham auto mall,25200,24200,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),
254035,2014,,,,,,3c4pddfg2et107432,on,5.0,24704.0,white,black,chrysler canada inc,22900,21400,Tue Feb 10 2015 02:00:00 GMT-0800 (PST),
228061,2009,Mercury,Mountaineer,Premier,SUV,automatic,4m2eu48e29uj01834,md,4.3,76051.0,blue,black,santander consumer,11850,12000,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),
273085,2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae8du398669,ca,4.1,39979.0,gray,gray,avis corporation,9475,10200,Tue Feb 10 2015 04:30:00 GMT-0800 (PST),
259547,2007,Honda,Odyssey,LX,Minivan,automatic,5fnrl38297b081890,fl,3.8,96342.0,gray,gray,sullivan auto group llc,6400,7200,Thu Feb 05 2015 01:40:00 GMT-0800 (PST),
109218,2010,Chrysler,Town and Country,Touring,Minivan,,2a4rr5dxxar141158,pa,3.7,50731.0,silver,gray,bmw of manhattan inc,9400,11000,Fri Jan 09 2015 09:00:00 GMT-0800 (PST),
449941,2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k9xer332574,tx,4.2,33208.0,—,black,avis budget group,17000,17000,Thu May 28 2015 03:30:00 GMT-0700 (PDT),
74552,2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zc5e07cf180527,il,1.9,53180.0,white,—,chrysler capital,9775,9000,Tue Jan 13 2015 10:00:00 GMT-0800 (PST),
5243,1998,BMW,3 Series,328i,Convertible,manual,wbabk7322wet65569,ca,1.9,133956.0,blue,silver,newport coast auto com,1425,2000,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),
202235,2012,Kia,Rio,SX,Hatchback,automatic,knadn5a35c6040100,ma,3.3,27770.0,white,gray,"first ford, inc.",12000,9800,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),
276126,2014,Kia,Sportage,LX,SUV,,kndpbcac9e7559712,co,4.1,15126.0,silver,gray,"kia motors america, inc",17850,17800,Tue Feb 17 2015 04:00:00 GMT-0800 (PST),
549374,2014,Ford,Fiesta,SE,sedan,automatic,3fadp4bj1em154530,ga,3.5,31527.0,red,gray,ars/ford-lincoln dealer program,9250,8500,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT),
175223,2012,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae5cu323528,oh,4.2,30009.0,red,tan,hyundai motor finance,10650,10700,Tue Jan 27 2015 01:30:00 GMT-0800 (PST),
464568,2003,HUMMER,H2,Base,suv,automatic,5grgn23u63h136308,ca,3.3,94572.0,white,gray,estate sales,13800,15000,Tue May 26 2015 05:30:00 GMT-0700 (PDT),
437422,2010,Chevrolet,Impala,LT,Sedan,automatic,2g1wb5ek3a1178575,ca,1.8,98224.0,silver,black,cig financial,5925,3100,Wed May 20 2015 08:00:00 GMT-0700 (PDT),
238851,2013,Ford,Focus,SE,Sedan,automatic,1fadp3f22dl220077,mi,4.3,30224.0,white,beige,"ford motor credit company,llc",10900,10600,Thu Feb 05 2015 01:00:00 GMT-0800 (PST),
483355,2012,Hyundai,Sonata,GLS,sedan,,5npeb4ac2ch488729,pa,4.8,32790.0,black,beige,hyundai motor finance,11750,12700,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT),
285738,2011,Chevrolet,Camaro,2LT,Coupe,automatic,2g1fc1ed5b9166616,ga,1.9,49664.0,white,black,mercedes benz of buckhead,17050,16700,Thu Feb 19 2015 02:00:00 GMT-0800 (PST),
124082,2012,Ford,Focus,SE,Sedan,automatic,1fahp3f25cl282475,fl,4.7,32559.0,—,black,"ford motor credit company,llc pd",9725,10500,Wed Jan 21 2015 02:00:00 GMT-0800 (PST),
169878,2012,Ford,Focus,SE,Sedan,automatic,1fahp3f23cl293720,oh,4.3,20240.0,black,black,"ford motor credit company,llc",10500,10900,Tue Jan 27 2015 01:00:00 GMT-0800 (PST),
382726,2012,Cadillac,CTS,Base,Sedan,automatic,1g6dc5e55c0120782,ga,4.8,54835.0,white,gray,young motors llc,17450,20200,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),
350227,2007,Chevrolet,Impala,LS,Sedan,automatic,2g1wb58k579166739,wi,3.0,130454.0,silver,gray,lease plan usa,4075,4600,Wed Feb 25 2015 02:00:00 GMT-0800 (PST),
50516,2013,BMW,6 Series,650i,Coupe,automatic,wbaym9c59ddw20005,fl,4.1,16957.0,gray,black,tdaf remarketing,54900,53000,Tue Jan 06 2015 01:00:00 GMT-0800 (PST),
7400,2004,Honda,Accord,LX,Coupe,manual,1hgcm71274a015560,ca,,209929.0,silver,—,beverly hills bmw,2575,3100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),
476360,2009,Lexus,LS 460,Base,sedan,automatic,jthcl46fx95001226,pa,2.8,129087.0,black,black,bmw of manhattan inc,17600,16000,Thu May 28 2015 02:30:00 GMT-0700 (PDT),
447003,2012,Mercedes-Benz,GLK-Class,GLK350,SUV,automatic,wdcgg5gb0cf747706,fl,4.1,35122.0,gray,black,metro ford inc,24400,24200,Fri May 22 2015 02:30:00 GMT-0700 (PDT),
20460,2006,Ford,Taurus,SE,Sedan,automatic,1fafp53u06a241342,mi,,177322.0,black,gray,gene butman ford sales inc,1200,1000,Thu Dec 18 2014 09:30:00 GMT-0800 (PST),
198419,2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap6dc208466,fl,4.5,24103.0,red,black,nissan-infiniti lt,14000,13800,Wed Feb 04 2015 01:00:00 GMT-0800 (PST),
289244,2005,,,,,,1fmzu73k55za09518,fl,2.4,112983.0,white,gray,fleet lease disposal,3650,2800,Wed Feb 18 2015 07:10:00 GMT-0800 (PST),
283113,2013,Ford,F-150,XLT,SuperCab,automatic,1ftfx1cf1dkd22068,tn,4.6,8007.0,black,tan,"ford motor credit company,llc",22700,25400,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),
401844,2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1bm503936,tn,2.5,60619.0,gray,beige,nissan infiniti lt,17050,15400,Tue Mar 10 2015 03:30:00 GMT-0700 (PDT),
218352,2013,Ford,Focus,SE,Sedan,automatic,1fadp3f23dl157393,mo,4.3,25138.0,black,black,"ford motor credit company,llc",11150,12400,Tue Feb 03 2015 03:00:00 GMT-0800 (PST),
122180,2014,Chevrolet,Captiva Sport,LS Fleet,SUV,,3gnal2ek7es636004,tx,3.0,17265.0,white,—,enterprise vehicle exchange / tra / rental / tulsa,14350,13100,Tue Jan 13 2015 11:00:00 GMT-0800 (PST),
399539,2013,Volkswagen,Jetta,Base,Sedan,automatic,3vw2k7aj8dm233417,ca,3.5,25563.0,black,black,power drive inc,9600,11500,Wed Mar 04 2015 04:15:00 GMT-0800 (PST),
434030,2014,Chevrolet,Silverado 1500,LT,Double Cab,automatic,1gcvkrecxez127249,mi,4.9,29393.0,white,gray,automobiles paille inc,28000,28000,Thu May 21 2015 02:30:00 GMT-0700 (PDT),
475302,2012,Buick,Verano,Base,sedan,,1g4pp5sk7c4164876,on,4.1,60310.0,white,gray,financialinx,13450,11500,Tue Jun 16 2015 03:00:00 GMT-0700 (PDT),
242961,2011,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zc5eu1bf373337,fl,2.9,50097.0,white,gray,capital one auto finance,9375,9300,Wed Feb 04 2015 01:10:00 GMT-0800 (PST),
558266,2012,Ford,F-150,XLT,supercrew,,1ftfw1et5cfb37681,pa,4.9,82417.0,red,gray,usautoland inc,21500,21600,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT),
186481,2005,,,,,,kl1jk59z55k164988,ab,2.9,140150.0,white,gray,go auto outlet west,475,1300,Thu Jan 22 2015 03:30:00 GMT-0800 (PST),
221472,2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha0cr200530,nc,3.7,104595.0,burgundy,gray,santander consumer,6975,7900,Mon Feb 02 2015 01:30:00 GMT-0800 (PST),
216167,2013,BMW,3 Series,335i xDrive,Sedan,automatic,wba3b9c56df140265,ca,3.8,9868.0,brown,beige,bmw of riverside,33800,33000,Tue Jan 27 2015 04:30:00 GMT-0800 (PST),
456272,2004,Honda,Accord,EX,Sedan,automatic,1hgcm56824a090149,il,2.7,127334.0,,,remarketing by ge/manheim chicago,4450,3700,Thu May 28 2015 03:00:00 GMT-0700 (PDT),
23334,2005,Pontiac,G6,GT,Sedan,automatic,1g2zh528054169472,nv,2.0,124260.0,black,—,centennial hyundai,3825,1600,Thu Dec 18 2014 11:00:00 GMT-0800 (PST),
345764,2013,MINI,Cooper,S,Hatchback,manual,wmwsv3c57dt477092,ca,4.3,13375.0,blue,—,bmw mini financial services,17750,20500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST),
462825,2000,Toyota,Camry,LE,Sedan,automatic,jt2bg22k0y0481726,nj,1.9,171623.0,silver,gray,east coast toyota scion,1500,1450,Tue May 26 2015 04:00:00 GMT-0700 (PDT),
45418,2008,Ford,Escape,XLT,SUV,automatic,1fmcu93z18ke30633,il,2.4,99937.0,white,black,tdaf remarketing,6000,6600,Tue Jan 20 2015 02:00:00 GMT-0800 (PST),
369317,2014,Nissan,Rogue Select,S,SUV,automatic,jn8as5mtxew612117,fl,4.8,12993.0,blue,gray,nissan north america inc.,15650,15600,Wed Mar 04 2015 01:00:00 GMT-0800 (PST),
93317,2006,Volkswagen,Passat,2.0T,Sedan,automatic,wvwak93c96p152724,tx,2.7,113867.0,white,black,united auto credit/hurst,3600,2200,Tue Jan 13 2015 10:30:00 GMT-0800 (PST),
506554,1997,Honda,Accord,Special Edition,sedan,automatic,1hgcd5604va222730,fl,1.9,140008.0,gray,—,courtesy hyundai,775,800,Thu Jun 04 2015 09:20:00 GMT-0700 (PDT),
417333,2011,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kxcg7bf179461,pa,2.1,103843.0,white,gray,lease plan usa,21000,21700,Tue Jul 07 2015 06:30:00 GMT-0700 (PDT),
342142,2013,Toyota,Yaris,L,Hatchback,automatic,jtdktud36dd545419,nv,2.9,53526.0,red,gray,fox rent a car,9200,9200,Fri Feb 20 2015 04:00:00 GMT-0800 (PST),
90429,2010,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be7aa593744,ca,3.8,83206.0,white,black,high bid trading co inc,23800,23250,Thu Jan 15 2015 04:00:00 GMT-0800 (PST),
349941,2010,GMC,Sierra 1500,Work Truck,Regular Cab,automatic,1gtpctex6az296703,fl,2.6,78821.0,white,black,ari,9500,9700,Wed Mar 04 2015 07:10:00 GMT-0800 (PST),
481829,2013,Dodge,Dart,SE,sedan,automatic,1c3cdfaa5dd197911,tn,3.7,38780.0,black,black,td auto finance,9325,9100,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT),
378644,2006,Ford,Explorer,Eddie Bauer,SUV,automatic,1fmeu74e26ub28407,nj,4.2,85559.0,burgundy,tan,bmw of mount laurel,7225,8000,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),
324756,2007,Jeep,Wrangler,X,SUV,automatic,1j4fa24177l205565,nj,3.0,66428.0,green,tan,barlow chevrolet oldsmobile,14000,15200,Wed Feb 18 2015 01:30:00 GMT-0800 (PST),
22357,2005,Dodge,Ram Pickup 1500,ST,Regular Cab,automatic,1d7ha16k05j596278,ma,,155368.0,black,black,capital motors,2475,1700,Thu Dec 18 2014 18:30:00 GMT-0800 (PST),
413432,2013,Ford,Focus,SE,Sedan,automatic,1fadp3f2xdl252954,fl,3.4,51228.0,gray,black,dtg operations inc,9200,9000,Tue May 26 2015 02:15:00 GMT-0700 (PDT),
367952,2005,Nissan,Armada,SE,SUV,automatic,5n1aa08b55n719368,va,2.8,178880.0,silver,gray,sullivan auto trading inc,4700,6700,Thu Feb 26 2015 01:20:00 GMT-0800 (PST),
437481,2010,GMC,Terrain,SLE-1,SUV,automatic,2ctalbew1a6316346,ga,3.8,111448.0,silver,black,sherold salmon motor co inc,9200,9400,Thu May 21 2015 02:30:00 GMT-0700 (PDT),
430037,2013,Lincoln,MKX,Base,SUV,automatic,2lmdj8jk3dbl24643,il,4.1,14013.0,black,black,ford-lincoln dealer program,30900,32000,Tue May 19 2015 04:00:00 GMT-0700 (PDT),
156940,2014,Ram,1500,SLT,Quad Cab,automatic,1c6rr7gt1es479294,pa,1.0,5333.0,white,gray,enterprise veh exchange/rental,27000,20500,Wed Jan 28 2015 04:00:00 GMT-0800 (PST),
163231,2006,Lincoln,LS,Sport,Sedan,automatic,1lnfm87ax6y602292,ma,2.0,134146.0,black,black,imperial chevrolet,2025,1900,Tue Jan 20 2015 02:00:00 GMT-0800 (PST),
70820,2010,Dodge,Journey,SXT,SUV,,3d4pg5fv6at116837,pa,3.8,71490.0,gold,brown,adcock brothers inc,8900,9300,Fri Jan 02 2015 09:30:00 GMT-0800 (PST),
264544,2011,Subaru,Legacy,2.5i Premium,Sedan,automatic,4s3bmbc60b3256925,ny,4.1,60377.0,gray,black,nextgear capital,11900,11200,Wed Feb 11 2015 02:15:00 GMT-0800 (PST),
97475,2012,BMW,1 Series,128i,Coupe,automatic,wbaup9c57cvl91645,ca,4.4,41391.0,black,black,financial services remarketing (lease),17500,20000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST),
515106,2008,Toyota,Highlander,Base,suv,automatic,jtees41a982011301,oh,2.8,94579.0,silver,gray,pauley motor car co preowned vehicles llc,12650,12900,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT),
374962,2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,2g1wb5e31e1132550,ga,3.4,26180.0,black,black,budget rac of atlanta,13300,13800,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),
476875,2006,Kia,Spectra,EX,sedan,automatic,knafe122265205652,nj,2.5,68694.0,white,gray,prime acceptance corp,2750,2600,Tue Jun 02 2015 05:45:00 GMT-0700 (PDT),
438720,2014,Ford,Taurus,SEL,Sedan,automatic,1fahp2e88eg141783,fl,4.3,20571.0,—,black,ford motor credit company,18650,20400,Wed May 27 2015 03:00:00 GMT-0700 (PDT),
47395,2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7hu18nx5s144136,mn,2.4,156848.0,silver,black,walser chrysler jeep dodge,6325,5500,Wed Jan 14 2015 02:30:00 GMT-0800 (PST),
227306,2010,Mitsubishi,Lancer,DE,Sedan,automatic,ja32u1fu7au000454,pr,3.6,36186.0,beige,black,oriental bank,5750,5900,Thu Feb 05 2015 03:30:00 GMT-0800 (PST),
348138,2002,Ford,Taurus,SE,Sedan,,1fafp53u22a107894,va,1.0,149616.0,beige,tan,automotive remarketing inc,1200,700,Wed Feb 25 2015 01:05:00 GMT-0800 (PST),
216483,2013,Dodge,Avenger,SXT,Sedan,automatic,1c3cdzcb2dn675252,tn,5.0,42287.0,white,black,midtown motors,10550,10500,Wed Jan 28 2015 02:30:00 GMT-0800 (PST),
546557,2008,Volkswagen,GTI,Base,hatchback,manual,wvwev71k78w118264,fl,2.2,215874.0,gray,—,greenway chrysler jeep dodge inc,2950,2800,Tue Jun 16 2015 10:30:00 GMT-0700 (PDT),
